Name,Dealer Page Link,List Address,Phone,Website,Inventory Count,Score,Review Count,Business Hours,State,Website Provider,Website Phone,Website Email,Chat Widget,Dealer Type,Google Map Phone,Google Map Website,google maps url,Website Enrichment Notes
Bortz Chevrolet,https://www.cargurus.com/Cars/m-Bortz-Chevrolet-sp328040,"249 E. Roy Furman Highway, Waynesburg, PA 15370 (44 mi)",(724) 910-2761,http://www.bortzchevy.com,33,5,3,WED 8:00 AM-5:00 PM MON 8:00 AM-7:00 PM THU 8:00 AM-7:00 PM TUE 8:00 AM-7:00 PM FRI 9:00 AM-5:00 PM SAT 8:00 AM-3:00 PM,Ohio,,,,,franchise,(724) 260-6662,,https://www.google.com/maps/search/?api=1&query=Bortz%20Chevrolet%20249%20E.%20Roy%20Furman%20Highway%2C%20Waynesburg%2C%20PA%2015370%20%2844%20mi%29,Website could not be loaded
Steel Town Auto Sales,https://www.cargurus.com/Cars/m-Steel-Town-Auto-Sales-sp408116,"3135 Main St, Weirton, WV 26062 (45 mi)",(681) 433-8714,https://www.steeltownautosales.com/,21,4,4,Not Specified,Ohio,,,,,private,(304) 427-6225,,https://www.google.com/maps/search/?api=1&query=Steel%20Town%20Auto%20Sales%203135%20Main%20St%2C%20Weirton%2C%20WV%2026062%20%2845%20mi%29,Website could not be loaded
Crown Chrysler Dodge Jeep Ram,https://www.cargurus.com/Cars/m-Crown-Chrysler-Dodge-Jeep-Ram-sp450889,"1490 W Chestnut St, Washington, PA 15301 (46 mi)",(724) 576-8675,https://www.crowncdjrpa.com/,412,5,1,Not Specified,Ohio,,,,,franchise,(724) 503-6053,,https://www.google.com/maps/search/?api=1&query=Crown%20Chrysler%20Dodge%20Jeep%20Ram%201490%20W%20Chestnut%20St%2C%20Washington%2C%20PA%2015301%20%2846%20mi%29,Website could not be loaded
"Fox Ford, Inc",https://www.cargurus.com/Cars/m-Fox-Ford-Inc-sp57562,"743 East High Street, Waynesburg, PA 15370 (46 mi)",(724) 604-4475,http://www.foxfordwaynesburg.com/,91,4.75,4,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,franchise,(724) 627-3151,https://www.foxfordwaynesburg.com/,https://www.google.com/maps/search/?api=1&query=Fox%20Ford%2C%20Inc%20743%20East%20High%20Street%2C%20Waynesburg%2C%20PA%2015370%20%2846%20mi%29,Website could not be loaded
Ron Lewis Chrysler Dodge Jeep Ram Waynesburg,https://www.cargurus.com/Cars/m-Ron-Lewis-Chrysler-Dodge-Jeep-Ram-Waynesburg-sp62771,"1625 E High St, Waynesburg, PA 15370 (46 mi)",(724) 576-8794,http://www.ronlewischryslerdodgejeepramwaynesburg.com/,118,5,2,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,Dealer Inspire,+17248603359,ronlewiswaynesburg@dealerinspire.com,,franchise,(724) 627-7111,http://www.ronlewischryslerdodgejeepramwaynesburg.com/,https://www.google.com/maps/search/?api=1&query=Ron%20Lewis%20Chrysler%20Dodge%20Jeep%20Ram%20Waynesburg%201625%20E%20High%20St%2C%20Waynesburg%2C%20PA%2015370%20%2846%20mi%29,
Rad Classic MotorSports,https://www.cargurus.com/Cars/m-Rad-Classic-MotorSports-sp448700,"1174 Findlay St, Washington, PA 15301 (46 mi)",(724) 750-6524,https://www.radclassicmotorsports.com/,22,5,3,WED 10:00 AM-6:00 PM MON 10:00 AM-6:00 PM THU 10:00 AM-6:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM,Ohio,,,,,private,(724) 350-8850,http://radclassicmotorsports.com/,https://www.google.com/maps/search/?api=1&query=Rad%20Classic%20MotorSports%201174%20Findlay%20St%2C%20Washington%2C%20PA%2015301%20%2846%20mi%29,Website could not be loaded
Astorg Auto of Parkersburg,https://www.cargurus.com/Cars/m-Astorg-Auto-of-Parkersburg-sp58368,"2028 7th Street, Parkersburg, WV 26101 (48 mi)",(304) 458-5269,https://www.astorgauto.com/,592,4.56,9,WED 9:00 AM-6:30 PM MON 9:00 AM-6:30 PM THU 9:00 AM-6:30 PM TUE 9:00 AM-6:30 PM FRI 9:00 AM-6:30 PM SAT 9:00 AM-6:30 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Astorg%20Auto%20of%20Parkersburg%202028%207th%20Street%2C%20Parkersburg%2C%20WV%2026101%20%2848%20mi%29,Website could not be loaded
Parkersburg Honda,https://www.cargurus.com/Cars/m-Parkersburg-Honda-sp439243,"1922 Garfield Avenue, Parkersburg, WV 26101 (48 mi)",(304) 758-9026,https://www.pioneerhondaparkersburg.com,92,5,2,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(304) 485-5451,,https://www.google.com/maps/search/?api=1&query=Parkersburg%20Honda%201922%20Garfield%20Avenue%2C%20Parkersburg%2C%20WV%2026101%20%2848%20mi%29,Website could not be loaded
"Preowned Auto Outlet, LLC",https://www.cargurus.com/Cars/m-Preowned-Auto-Outlet-LLC-sp432376,"1410 13th St, Parkersburg, WV 26101 (48 mi)",(304) 396-0201,https://www.buyautooutlet.com/,15,5,3,WED 11:00 AM-6:00 PM MON 2:00 PM-6:00 PM THU 11:00 AM-5:00 PM TUE 11:00 AM-6:00 PM FRI 11:00 AM-5:00 PM,Ohio,,,,,private,(304) 834-4231,,https://www.google.com/maps/search/?api=1&query=Preowned%20Auto%20Outlet%2C%20LLC%201410%2013th%20St%2C%20Parkersburg%2C%20WV%2026101%20%2848%20mi%29,Website could not be loaded
Budd Baer Subaru,https://www.cargurus.com/Cars/m-Budd-Baer-Subaru-sp407689,"71 Murtland Ave, Washington, PA 15301 (48 mi)",(724) 204-2957,https://www.buddbaersubaru.com/,133,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Budd%20Baer%20Subaru%2071%20Murtland%20Ave%2C%20Washington%2C%20PA%2015301%20%2848%20mi%29,Website could not be loaded
Budd Baer Buick GMC,https://www.cargurus.com/Cars/m-Budd-Baer-Buick-GMC-sp407690,"71 Murtland Ave, Washington, PA 15301 (48 mi)",(724) 204-2745,https://www.buddbaergm.com,126,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-9:00 PM THU 9:00 AM-9:00 PM TUE 9:00 AM-9:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(684) 569-9987,,https://www.google.com/maps/search/?api=1&query=Budd%20Baer%20Buick%20GMC%2071%20Murtland%20Ave%2C%20Washington%2C%20PA%2015301%20%2848%20mi%29,Website could not be loaded
Budd Baer Mazda,https://www.cargurus.com/Cars/m-Budd-Baer-Mazda-sp407691,"71 Murtland Ave, Washington, PA 15301 (48 mi)",(724) 653-9019,https://www.buddbaermazda.com/,332,4.71,7,WED 9:00 AM-6:00 PM MON 9:00 AM-9:00 PM THU 9:00 AM-9:00 PM TUE 9:00 AM-9:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Budd%20Baer%20Mazda%2071%20Murtland%20Ave%2C%20Washington%2C%20PA%2015301%20%2848%20mi%29,Website could not be loaded
McClinton Chevrolet & Mitsubishi,https://www.cargurus.com/Cars/m-McClinton-Chevrolet-Mitsubishi-sp325084,"1325 7th St, Parkersburg, WV 26101 (48 mi)",(304) 803-7086,https://www.mcclintonautogroup.com,152,4,1,WED 9:00 AM-6:30 PM MON 9:00 AM-6:30 PM THU 9:00 AM-6:30 PM TUE 9:00 AM-6:30 PM FRI 9:00 AM-6:30 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,,,https://www.google.com/maps/search/?api=1&query=McClinton%20Chevrolet%20and%20Mitsubishi%201325%207th%20St%2C%20Parkersburg%2C%20WV%2026101%20%2848%20mi%29,Website could not be loaded
Wharton Auto Group,https://www.cargurus.com/Cars/m-Wharton-Auto-Group-sp63539,"1225 7th St, Parkersburg, WV 26101 (48 mi)",(304) 803-7598,https://www.whartonnissan.com,92,5,1,WED 8:30 AM-7:00 PM MON 8:30 AM-7:00 PM THU 8:30 AM-5:00 PM TUE 8:30 AM-5:00 PM FRI 8:30 AM-7:00 PM SAT 8:30 AM-4:00 PM,Ohio,,,,,private,(681) 229-7329,,https://www.google.com/maps/search/?api=1&query=Wharton%20Auto%20Group%201225%207th%20St%2C%20Parkersburg%2C%20WV%2026101%20%2848%20mi%29,Website could not be loaded
Washington Chevrolet,https://www.cargurus.com/Cars/m-Washington-Chevrolet-sp294545,"1 Raymond Blvd, Washington, PA 15301 (49 mi)",(724) 401-4419,https://www.washingtonchevy.com/,147,4.33,3,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-5:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(724) 825-4048,,https://www.google.com/maps/search/?api=1&query=Washington%20Chevrolet%201%20Raymond%20Blvd%2C%20Washington%2C%20PA%2015301%20%2849%20mi%29,Website could not be loaded
Warner Kia,https://www.cargurus.com/Cars/m-Warner-Kia-sp53866,"501 7th St, Parkersburg, WV 26101 (49 mi)",Not Specified,Not Specified,212,0,0,WED 8:30 AM-8:00 PM MON 8:30 AM-8:00 PM THU 8:30 AM-5:30 PM TUE 8:30 AM-5:30 PM FRI 8:30 AM-8:00 PM SAT 8:30 AM-5:00 PM,Ohio,,,,,franchise,(304) 422-3502,http://www.warnerkia.com/,https://www.google.com/maps/search/?api=1&query=Warner%20Kia%20501%207th%20St%2C%20Parkersburg%2C%20WV%2026101%20%2849%20mi%29,No dealer website provided
Dealer Advantage LLC,https://www.cargurus.com/Cars/m-Dealer-Advantage-LLC-sp449983,"869 E High Ave, New Philadelphia, OH 44663 (49 mi)",(330) 625-5413,https://www.dealeradvantagellc.com/,18,0,0,Not Specified,Ohio,,+13304406211,dealeradvantagellc@gmail.com,,private,(330) 440-6211,,https://www.google.com/maps/search/?api=1&query=Dealer%20Advantage%20LLC%20869%20E%20High%20Ave%2C%20New%20Philadelphia%2C%20OH%2044663%20%2849%20mi%29,Website provider not detected on site
Matheny Motors Parkersburg,https://www.cargurus.com/Cars/m-Matheny-Motors-Parkersburg-sp306768,"315 Ann St, Parkersburg, WV 26101 (49 mi)",(855) 782-4423,http://www.mathenyauto.com/,325,4.5,2,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,private,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Matheny%20Motors%20Parkersburg%20315%20Ann%20St%2C%20Parkersburg%2C%20WV%2026101%20%2849%20mi%29,Website could not be loaded
Washington Hyundai,https://www.cargurus.com/Cars/m-Washington-Hyundai-sp65915,"305 Washington Rd, Washington, PA 15301 (49 mi)",(724) 262-5836,http://www.washingtonpahyundai.com,165,0,0,WED 9:00 AM-9:00 PM MON 9:00 AM-9:00 PM THU 9:00 AM-9:00 PM TUE 9:00 AM-9:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,Team Velocity,+17244574326,,,franchise,(724) 457-4326,,https://www.google.com/maps/search/?api=1&query=Washington%20Hyundai%20305%20Washington%20Rd%2C%20Washington%2C%20PA%2015301%20%2849%20mi%29,Email address not found on website
Washington Honda,https://www.cargurus.com/Cars/m-Washington-Honda-sp295268,"307 Washington Rd, Washington, PA 15301 (49 mi)",(724) 997-4344,https://www.washhonda.com/,167,0,0,WED 9:00 AM-9:00 PM MON 9:00 AM-9:00 PM THU 9:00 AM-9:00 PM TUE 9:00 AM-9:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,Team Velocity,+17244428635,,,franchise,(724) 442-8635,,https://www.google.com/maps/search/?api=1&query=Washington%20Honda%20307%20Washington%20Rd%2C%20Washington%2C%20PA%2015301%20%2849%20mi%29,Email address not found on website
Car Mart Used Cars LLC,https://www.cargurus.com/Cars/m-Car-Mart-Used-Cars-LLC-sp436829,"2510 Camden Ave, Parkersburg, WV 26101 (49 mi)",Not Specified,Not Specified,28,0,0,Not Specified,Ohio,,,,,private,(304) 865-2313,http://www.carmartusedcars.com/?utm_source=gmb&utm_medium=organic&utm_campaign=autosweet-MainListing&utm_term=WebsiteClicks,https://www.google.com/maps/search/?api=1&query=Car%20Mart%20Used%20Cars%20LLC%202510%20Camden%20Ave%2C%20Parkersburg%2C%20WV%2026101%20%2849%20mi%29,No dealer website provided
John Sisson Motors,https://www.cargurus.com/Cars/m-John-Sisson-Motors-sp64434,"470 Washington Rd, Washington, PA 15301 (50 mi)",(724) 305-4160,https://www.johnsissonmotors.com/,418,4.1,10,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,private,(724) 884-2166,https://www.johnsissonnissan.com/,https://www.google.com/maps/search/?api=1&query=John%20Sisson%20Motors%20470%20Washington%20Rd%2C%20Washington%2C%20PA%2015301%20%2850%20mi%29,Website could not be loaded
Washington Ford Incorporated,https://www.cargurus.com/Cars/m-Washington-Ford-Incorporated-sp57559,"507 Washington Rd, Washington, PA 15301 (50 mi)",(724) 769-4869,http://www.washingtonford.com,215,5,5,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-5:30 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(888) 632-4259,,https://www.google.com/maps/search/?api=1&query=Washington%20Ford%20Incorporated%20507%20Washington%20Rd%2C%20Washington%2C%20PA%2015301%20%2850%20mi%29,Website could not be loaded
Shook Auto,https://www.cargurus.com/Cars/m-Shook-Auto-sp281677,"1633 Steele Hill Rd Nw, New Philadelphia, OH 44663 (50 mi)",(330) 227-2936,https://www.shookauto.com/,66,5,1,Not Specified,Ohio,,,,,private,(330) 339-5711,,https://www.google.com/maps/search/?api=1&query=Shook%20Auto%201633%20Steele%20Hill%20Rd%20Nw%2C%20New%20Philadelphia%2C%20OH%2044663%20%2850%20mi%29,Website could not be loaded
Minors Auto Sales,https://www.cargurus.com/Cars/m-Minors-Auto-Sales-sp366429,"129 Pike St, Shinnston, WV 26431 (50 mi)",Not Specified,Not Specified,26,5,1,WED 10:00 AM-5:00 PM MON 10:00 AM-5:00 PM THU 10:00 AM-5:00 PM TUE 10:00 AM-5:00 PM FRI 10:00 AM-5:00 PM SAT 10:00 AM-12:00 PM,Ohio,,,,,private,(304) 592-3349,http://minorsautosales.com/,https://www.google.com/maps/search/?api=1&query=Minors%20Auto%20Sales%20129%20Pike%20St%2C%20Shinnston%2C%20WV%2026431%20%2850%20mi%29,No dealer website provided
"Star Lake Ford, LLC",https://www.cargurus.com/Cars/m-Star-Lake-Ford-LLC-sp57545,"1212 Main St, Burgettstown, PA 15021 (50 mi)",(802) 471-3920,https://www.starlakeford.com/,69,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(684) 639-1519,,https://www.google.com/maps/search/?api=1&query=Star%20Lake%20Ford%2C%20LLC%201212%20Main%20St%2C%20Burgettstown%2C%20PA%2015021%20%2850%20mi%29,Website could not be loaded
Ferris Chevrolet Buick Cadillac & Toyota,https://www.cargurus.com/Cars/m-Ferris-Chevrolet-Buick-Cadillac-Toyota-sp54645,"634 Wabash Avenue, N.w., New Philadelphia, OH 44663 (51 mi)",(330) 366-8893,http://www.thinkferris.com/,160,4.8,5,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Ferris%20Chevrolet%20Buick%20Cadillac%20and%20Toyota%20634%20Wabash%20Avenue%2C%20N.w.%2C%20New%20Philadelphia%2C%20OH%2044663%20%2851%20mi%29,Website could not be loaded
FWW Wholesale Classic & Used Cars,https://www.cargurus.com/Cars/m-FWW-Wholesale-Classic-Used-Cars-sp461146,"818 N Lisbon St, Carrollton, OH 44615 (51 mi)",(330) 878-3912,https://www.fwwwholesale.com/home,8,0,0,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-8:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,private,(330) 476-9177,https://www.fwwwholesale.com/home,https://www.google.com/maps/search/?api=1&query=FWW%20Wholesale%20Classic%20and%20Used%20Cars%20818%20N%20Lisbon%20St%2C%20Carrollton%2C%20OH%2044615%20%2851%20mi%29,Website could not be loaded
Audi Washington,https://www.cargurus.com/Cars/m-Audi-Washington-sp64423,"453 Racetrack Rd, Washington, PA 15301 (51 mi)",(412) 844-5594,https://www.audiwashington.com/,71,4.33,3,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(412) 612-7013,,https://www.google.com/maps/search/?api=1&query=Audi%20Washington%20453%20Racetrack%20Rd%2C%20Washington%2C%20PA%2015301%20%2851%20mi%29,Website could not be loaded
New Image Auto Sales,https://www.cargurus.com/Cars/m-New-Image-Auto-Sales-sp439275,"705 South Tuscarawas Avenue, Dover, OH 44622 (51 mi)",(330) 632-3772,https://www.newimage.co/,14,4,4,Not Specified,Ohio,,,,,private,(330) 440-7175,https://www.newimage.co/,https://www.google.com/maps/search/?api=1&query=New%20Image%20Auto%20Sales%20705%20South%20Tuscarawas%20Avenue%2C%20Dover%2C%20OH%2044622%20%2851%20mi%29,Website could not be loaded
Huebner Subaru,https://www.cargurus.com/Cars/m-Huebner-Subaru-sp372847,"1155 Canton Rd, Carrollton, OH 44615 (51 mi)",(330) 574-4018,https://www.huebnersubaru.com/,83,0,0,WED 8:30 AM-5:30 PM MON 8:30 AM-7:00 PM THU 8:30 AM-7:00 PM TUE 8:30 AM-5:30 PM FRI 8:30 AM-5:30 PM SAT 8:30 AM-1:00 PM,Ohio,,,,,franchise,(888) 457-1590,,https://www.google.com/maps/search/?api=1&query=Huebner%20Subaru%201155%20Canton%20Rd%2C%20Carrollton%2C%20OH%2044615%20%2851%20mi%29,Website could not be loaded
Huebner Chevrolet,https://www.cargurus.com/Cars/m-Huebner-Chevrolet-sp372846,"1155 Canton Rd Nw, Carrollton, OH 44615 (51 mi)",(330) 574-4018,https://www.huebnerchevrolet.com/,199,4.65,17,WED 8:30 AM-5:30 PM MON 8:30 AM-7:00 PM THU 8:30 AM-7:00 PM TUE 8:30 AM-5:30 PM FRI 8:30 AM-5:30 PM SAT 8:30 AM-1:00 PM,Ohio,,,,,franchise,(551) 917-6095,,https://www.google.com/maps/search/?api=1&query=Huebner%20Chevrolet%201155%20Canton%20Rd%20Nw%2C%20Carrollton%2C%20OH%2044615%20%2851%20mi%29,Website could not be loaded
Jeff Drennen's Chrysler Dodge Jeep Ram,https://www.cargurus.com/Cars/m-Jeff-Drennens-Chrysler-Dodge-Jeep-Ram-sp62527,"1921 Ostego Avenue, Coshocton, OH 43812 (52 mi)",(740) 697-3802,https://www.chryslerjeepdodgeofcoshocton.com/,87,5,3,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(779) 329-2200,,https://www.google.com/maps/search/?api=1&query=Jeff%20Drennen%27s%20Chrysler%20Dodge%20Jeep%20Ram%201921%20Ostego%20Avenue%2C%20Coshocton%2C%20OH%2043812%20%2852%20mi%29,Website could not be loaded
Dutro Ford Lincoln Nissan Inc.,https://www.cargurus.com/Cars/m-Dutro-Ford-Lincoln-Nissan-Inc-sp283786,"132 S 5th St, Zanesville, OH 43701 (52 mi)",(510) 592-5094,https://www.dutrosauto.com/,227,3,4,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(740) 452-6334,,https://www.google.com/maps/search/?api=1&query=Dutro%20Ford%20Lincoln%20Nissan%20Inc.%20132%20S%205th%20St%2C%20Zanesville%2C%20OH%2043701%20%2852%20mi%29,Website could not be loaded
Dover Mazda,https://www.cargurus.com/Cars/m-Dover-Mazda-sp51915,"135 W Broadway St, Dover, OH 44622 (52 mi)",Not Specified,Not Specified,72,4.55,11,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(330) 343-7781,https://www.dovermazda.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,https://www.google.com/maps/search/?api=1&query=Dover%20Mazda%20135%20W%20Broadway%20St%2C%20Dover%2C%20OH%2044622%20%2852%20mi%29,No dealer website provided
Parkway Chrysler Dodge Jeep Ram,https://www.cargurus.com/Cars/m-Parkway-Chrysler-Dodge-Jeep-Ram-sp390469,"311 Commercial Pkwy, Dover, OH 44622 (52 mi)",Not Specified,Not Specified,1,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,franchise,,,https://www.google.com/maps/search/?api=1&query=Parkway%20Chrysler%20Dodge%20Jeep%20Ram%20311%20Commercial%20Pkwy%2C%20Dover%2C%20OH%2044622%20%2852%20mi%29,No dealer website provided
Parkway Auto Superstore,https://www.cargurus.com/Cars/m-Parkway-Auto-Superstore-sp298721,"311 Commercial Pkwy, Dover, OH 44622 (52 mi)",(330) 594-9661,https://www.thenewparkwayautosuperstore.com/,179,5,2,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,private,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Parkway%20Auto%20Superstore%20311%20Commercial%20Pkwy%2C%20Dover%2C%20OH%2044622%20%2852%20mi%29,Website could not be loaded
Jeff Drennen Ford,https://www.cargurus.com/Cars/m-Jeff-Drennen-Ford-sp57299,"801 S 2nd St, Coshocton, OH 43812 (52 mi)",(740) 639-5917,https://www.jeffdrennenford.com/,98,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Jeff%20Drennen%20Ford%20801%20S%202nd%20St%2C%20Coshocton%2C%20OH%2043812%20%2852%20mi%29,Website could not be loaded
Best Choice Automotive,https://www.cargurus.com/Cars/m-Best-Choice-Automotive-sp460551,"1515 Route 136, Washington, PA 15301 (52 mi)",(724) 686-1939,http://www.bcawashington.com,7,0,0,Not Specified,Ohio,,+17242060506,,,private,(724) 206-0506,,https://www.google.com/maps/search/?api=1&query=Best%20Choice%20Automotive%201515%20Route%20136%2C%20Washington%2C%20PA%2015301%20%2852%20mi%29,Website provider not detected on site; Email address not found on website
Parkway Nissan,https://www.cargurus.com/Cars/m-Parkway-Nissan-sp280050,"877 Commercial Pkwy, Dover, OH 44622 (52 mi)",(330) 616-3742,https://www.iloveparkway.com/,148,4.25,8,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,franchise,(330) 364-6659,,https://www.google.com/maps/search/?api=1&query=Parkway%20Nissan%20877%20Commercial%20Pkwy%2C%20Dover%2C%20OH%2044622%20%2852%20mi%29,Website could not be loaded
Parkway Honda,https://www.cargurus.com/Cars/m-Parkway-Honda-sp59226,"855 Commercial Pkwy, Dover, OH 44622 (52 mi)",(330) 625-9977,https://www.4parkwayhonda.com/,88,4.25,4,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,franchise,(330) 364-8661,https://www.4parkwayhonda.com/,https://www.google.com/maps/search/?api=1&query=Parkway%20Honda%20855%20Commercial%20Pkwy%2C%20Dover%2C%20OH%2044622%20%2852%20mi%29,Website could not be loaded
Car Nation LLC,https://www.cargurus.com/Cars/m-Car-Nation-LLC-sp340959,"2706 Maple Ave., Zanesville, OH 43701 (52 mi)",(740) 242-7792,https://www.zanesvillecars.com,55,3.5,2,WED 10:00 AM-7:30 PM MON 10:00 AM-7:30 PM THU 10:00 AM-7:30 PM TUE 10:00 AM-7:30 PM FRI 10:00 AM-6:00 PM SAT 10:00 AM-4:00 PM,Ohio,,,,,private,(740) 450-2444,,https://www.google.com/maps/search/?api=1&query=Car%20Nation%20LLC%202706%20Maple%20Ave.%2C%20Zanesville%2C%20OH%2043701%20%2852%20mi%29,Website could not be loaded
I-79 Honda,https://www.cargurus.com/Cars/m-I-79-Honda-sp328665,"6100 Nancy D. Drive, Westover, WV 26501 (53 mi)",Not Specified,Not Specified,52,4,2,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(304) 943-7600,https://www.i79honda.com/,https://www.google.com/maps/search/?api=1&query=I-79%20Honda%206100%20Nancy%20D.%20Drive%2C%20Westover%2C%20WV%2026501%20%2853%20mi%29,No dealer website provided
Gerry Raymond Chevrolet Of Fairmont,https://www.cargurus.com/Cars/m-Gerry-Raymond-Chevrolet-Of-Fairmont-sp53884,"1229 Country Club Rd, Fairmont, WV 26554 (53 mi)",(864) 778-8967,https://www.raymondchevyfairmont.com/,67,5,2,WED 8:30 AM-8:00 PM MON 8:30 AM-8:00 PM THU 8:30 AM-8:00 PM TUE 8:30 AM-8:00 PM FRI 8:30 AM-8:00 PM SAT 8:30 AM-4:00 PM,Ohio,,,,,franchise,(866) 704-8077,,https://www.google.com/maps/search/?api=1&query=Gerry%20Raymond%20Chevrolet%20Of%20Fairmont%201229%20Country%20Club%20Rd%2C%20Fairmont%2C%20WV%2026554%20%2853%20mi%29,Website could not be loaded
